listing_key,ticker,exchange,asset_type,name,field,target_field,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_exposes_isin,official_masterfile_exposes_sector,asx_isin_probe_decision,asx_isin_probe_isin,asx_isin_probe_security_type,asx_resolution_queue,residual_decision,review_bucket,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_action
ASX::POE,POE,ASX,ETF,PROGRESS 2023-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::POF,POF,ASX,ETF,PROGRESS 2022-2 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::POG,POG,ASX,ETF,PROGRESS 2024-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::POH,POH,ASX,ETF,PROGRESS 2023-2 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::POI,POI,ASX,ETF,PROGRESS 2025-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PR4,PR4,ASX,ETF,PEPPER RESIDENTIAL SECURITIES TRUST NO. 40,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PS2,PS2,ASX,ETF,PUMA SERIES 2024-2 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PU6,PU6,ASX,ETF,PEPPER SPARKZ TRUST NO.6,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PU8,PU8,ASX,ETF,PEPPER SPARKZ TRUST NO.8,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PU9,PU9,ASX,ETF,PEPPER SPARKZ TRUST NO.9,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PUT,PUT,ASX,ETF,PUMA SERIES 2023-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PUU,PUU,ASX,ETF,PUMA SERIES 2024-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PUV,PUV,ASX,ETF,PUMA SERIES 2025-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::QNB,QNB,ASX,Stock,QNB FINANCE LTD,missing_isin_primary,isin,inactive_or_legacy_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::RA2,RA2,ASX,Stock,RESIMAC PREMIER SERIES 2020-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::RA3,RA3,ASX,Stock,RESIMAC SERIES 2024-1NC,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::RM1,RM1,ASX,ETF,NATIONAL RMBS TRUST 2024-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::SC1,SC1,ASX,Stock,"SHINHAN CARD CO., LTD.",missing_isin_primary,isin,inactive_or_legacy_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::SCA,SCA,ASX,ETF,SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::SFV,SFV,ASX,Stock,SANTOS FINANCE LIMITED,missing_isin_primary,isin,inactive_or_legacy_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::SP4,SP4,ASX,ETF,SAPPHIRE XXIX SERIES 2024-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::SP6,SP6,ASX,ETF,SAPPHIRE XXXI SERIES 2024-3 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::TA1,TA1,ASX,Stock,TRANSURBAN FINANCE COMPANY PTY LTD,missing_isin_primary,isin,inactive_or_legacy_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::TT1,TT1,ASX,ETF,THINK TANK RESIDENTIAL SERIES 2024-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::TT2,TT2,ASX,ETF,THINK TANK RESIDENTIAL SERIES 2025-2 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::TT6,TT6,ASX,ETF,TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"current official ASX, registry, or issuer source plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=none;asx_isin_probe_decision=no_asx_match,masterfile_match=false;masterfile_exposes_isin=false;masterfile_exposes_sector=false,false,,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::VCD,VCD,ASX,ETF,VICINITY CENTRES TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::WB1,WB1,ASX,ETF,SERIES 2020-1 WST TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::WE1,WE1,ASX,ETF,SERIES 2019-1 WST TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::WS1,WS1,ASX,ETF,SERIES 2024-1 WST TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::WS2,WS2,ASX,ETF,SERIES 2024-2 WST TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::WSE,WSE,ASX,ETF,SERIES 2021-1 WST TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
