priority_rank,listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,allowed_source_path,apply_eligibility,source_gate,next_action
5,TSXV::BNXA,BNXA,TSXV,Stock,Banxa Holdings Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::BOGO,BOGO,TSXV,Stock,Borealis Mining Company Limited,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
5,TSXV::BONE,BONE,TSXV,Stock,Boron One Holdings Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::CNCO,CNCO,TSXV,Stock,Core Nickel Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::CRD,CRD,TSXV,Stock,Copper Road Resources Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::DAQ.P,DAQ.P,TSXV,Stock,Dominus Acquisition Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::DGC,DGC,TSXV,Stock,Daura Gold Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::DLC,DLC,TSXV,Stock,DLC Holdings Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::ELL,ELL,TSXV,Stock,Everybody Loves Languages Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::ELY,ELY,TSXV,Stock,Electrum Discovery Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::EON,EON,TSXV,Stock,EON Lithium Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::FCA-U,FCA-U,TSXV,Stock,Firm Capital Apartment Real Estate Investment Trust,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
5,TSXV::FGCC.P,FGCC.P,TSXV,Stock,First and Goal Capital Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::FLT,FLT,TSXV,Stock,Volatus Aerospace Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::GLIN.P,GLIN.P,TSXV,Stock,Global Investments Capital Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::GOWC.P,GOWC.P,TSXV,Stock,Can-Gow Capital Inc.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::GQ,GQ,TSXV,Stock,Great Quest Gold Ltd.,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
5,TSXV::GTM.P,GTM.P,TSXV,Stock,G2M Cap Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::IBC-H,IBC-H,TSXV,Stock,International Bethlehem Mining Corp,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::ICGH,ICGH,TSXV,Stock,IC Group Holdings Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::ICI.P,ICI.P,TSXV,Stock,Inceptus Capital Ltd.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::INIK,INIK,TSXV,Stock,Ionik Corporation,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::IZ,IZ,TSXV,Stock,International Zeolite Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::JHC,JHC,TSXV,Stock,Jinhua Capital Corporation,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::KAC.P,KAC.P,TSXV,Stock,Kalon Acquisition Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::KLX,KLX,TSXV,Stock,Klimat X Developments Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::LLG,LLG,TSXV,Stock,Mason Resources Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::LNGE,LNGE,TSXV,Stock,LNG Energy Group Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::LRC-H,LRC-H,TSXV,Stock,Lovitt Resources Inc,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::LSC.P,LSC.P,TSXV,Stock,Lombard Street Capital Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::MAR-UN,MAR-UN,TSXV,Stock,Marwest Apartment Real Estate Investment Trust,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
5,TSXV::MLO,MLO,TSXV,Stock,Metalero Mining Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::MLY,MLY,TSXV,Stock,Multi-Metal Development Ltd.,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
5,TSXV::NGEN,NGEN,TSXV,Stock,Nervgen Pharma Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::NMG-H,NMG-H,TSXV,Stock,Noble Metal Group Incorporated,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::NRZ-H,NRZ-H,TSXV,Stock,Norzan Enterprises Ltd.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::OKAI,OKAI,TSXV,Stock,EvokAI Creative Labs Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::OPEN.P,OPEN.P,TSXV,Stock,OpenSesame Acquisition Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::PCAA.P,PCAA.P,TSXV,Stock,PC 1 Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::POC.P,POC.P,TSXV,Stock,POCML 7 Inc.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::PRH,PRH,TSXV,Stock,Pearl River Holdings Limited,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
5,TSXV::PTP-H,PTP-H,TSXV,Stock,Petrichor Energy Inc,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::RENT.P,RENT.P,TSXV,Stock,Shine Box Capital Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::REVV,REVV,TSXV,Stock,ReVolve Renewable Power Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::REVX,REVX,TSXV,Stock,Rev Exploration Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::RME,RME,TSXV,Stock,Roland Minerals Enterprises Corp.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::RVC.P,RVC.P,TSXV,Stock,Ronin Ventures Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::SBEL.P,SBEL.P,TSXV,Stock,Sanibel Ventures Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::SDCI.P,SDCI.P,TSXV,Stock,St. Davids Capital Inc.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::SGQ,SGQ,TSXV,Stock,SouthGobi Resources Ltd.,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
5,TSXV::SPRO.P,SPRO.P,TSXV,Stock,Sprock-It Acquisitions Ltd.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::SPRQ,SPRQ,TSXV,Stock,SPARQ Systems Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::SRQ,SRQ,TSXV,Stock,Sonoma Resources Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::SSS.P,SSS.P,TSXV,Stock,Samurai Capital Corp.,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
5,TSXV::STRM,STRM,TSXV,Stock,Storm Exploration Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::SURF,SURF,TSXV,ETF,Starlight U.S. Residential Fund (Multi-Family) Investment LP,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
5,TSXV::SURF-UN,SURF-UN,TSXV,Stock,Starlight U.S. Residential Fund (Multi-Family) Investment LP,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
5,TSXV::TBRD,TBRD,TSXV,Stock,Thunderbird Entertainment Group Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
5,TSXV::TIP-H,TIP-H,TSXV,Stock,Tyner Resources Ltd,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact halted/CPC symbol and direct current identifier evidence.,review official instrument scope before identifier enrichment
