listing_key,ticker,exchange,current_name,twelvedata_name,validation_status,recommended_next_action,rejection_reason,review_batch
OTC::CFACY,CFACY,OTC,COFACE SA,Coface SA Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::MTPVY,MTPVY,OTC,Metropole Tv,Metropole Télévision S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::TTCIF,TTCIF,OTC,Titan Cement International S.A.,Titan S.A.,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::BPYPO,BPYPO,NASDAQ,Brookfield Property Partners LP,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::LBGUF,LBGUF,OTC,L E Lundbergföretagen AB (publ),Lundbergs AB Class B shares,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::BUUU,BUUU,NASDAQ,BUUU Group Limited Class A Ordinary Share,BUUU Group Limited,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::AVAL,AVAL,NYSE,Grupo Aval,Grupo Aval Acciones y Valores S.A.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::BPYPP,BPYPP,NASDAQ,Brookfield Property Partners LP,"Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units, Series 1",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::DGNX,DGNX,NASDAQ,Diginex Limited Ordinary Shares,Diginex Ltd,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::IOTR,IOTR,NASDAQ,iOThree Limited Ordinary Shares,Iothree Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SPPL,SPPL,NASDAQ,SIMPPLE LTD. Ordinary Shares,Simpple Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::UCAR,UCAR,NASDAQ,U Power Limited Ordinary Shares,U Power Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::ASH,ASH,NYSE,Ashland Global Holdings Inc,Ashland Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::WNGPF,WNGPF,OTC,George Weston Limited,Weston George Ltd Pfd,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::HCAEF,HCAEF,OTC,Admie Holding S.A.,Holding Company ADMIE IPTO S.A.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::AGNCN,AGNCN,NASDAQ,AGNC Investment Corp.,AGNC Investment Corp. 9.67459% Perpetual Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::AGNCO,AGNCO,NASDAQ,AGNC Investment Corp,AGNC Investment Corp. 10.1219% Perpetual Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::DTG,DTG,NYSE,DTE Energy Company 2021 Series E,DTE Energy Co. Preferred Stock 4.375%,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::PDD,PDD,NASDAQ,PDD Holdings Inc.,PDD Holdings Inc. American Depositary Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::PLBY,PLBY,NASDAQ,"Playboy, Inc.",Plby Group Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::SGU,SGU,NYSE,Star Gas Partners LP,Star Group L.P.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ARZTY,ARZTY,OTC,Aryzta AG PK,ARYZTA AG Depositary Receipt,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::BDPTD,BDPTD,OTC,BDPTD,"Bioadaptives, Inc.",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::FCNCP,FCNCP,NASDAQ,First Citizens BancShares Inc,"First Citizens BancShares, Inc. 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::MBINM,MBINM,NASDAQ,Merchants Bancorp,Merchants Bancorp Preferred Stock Series 8.25% Perpetual,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::IPST,IPST,NASDAQ,"IP Strategy Holdings, Inc.","Heritage Distilling Holding Company, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::GPJA,GPJA,NYSE,Georgia Power Co,"Georgia Power Co. Preferred Stock 5%, 10/01/2077",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::JGHAF,JGHAF,OTC,Jungheinrich Aktiengesellschaft,Jungheinrich AG Preferred Stock,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::SBNYL,SBNYL,OTC,Signature Bank,Signature Bank New York 5% Perpetual Preferred,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::CBUS,CBUS,NASDAQ,Cibus Global LLC,Cibus Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::ACM,ACM,NYSE,Aecom Technology Corporation,Aecom,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::CMSD,CMSD,NYSE,CMS Energy Corp,CMS Energy Corp. 5.875% Preferred Stock,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::KTH,KTH,NYSE,Structured Products Corp Corts Tr for Peco Energy Cap Tr III GIC,CORTS Peco Energy Capital Trust III Preferred Stock 8% Callable 2028,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::MDV,MDV,NYSE,Modiv Inc,Modiv Industrial Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::TESTJ,TESTJ,OTC,Test Security J1,TESTJ,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::BHFAM,BHFAM,NASDAQ,Brighthouse Financial Inc,"Brighthouse Financial, Inc. 4.625% Non-Cumulative Preferred Stock, Series D",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BHFAN,BHFAN,NASDAQ,Brighthouse Financial Inc,"Brighthouse Financial, Inc. 5.375% Non-Cumulative Preferred Stock, Series C",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BHFAP,BHFAP,NASDAQ,Brighthouse Financial Inc,"Brighthouse Financial, Inc. 6.600% Non-Cumulative Preferred Stock, Series A",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::DNMX,DNMX,NASDAQ,Dynamix Corporation III Class A Ordinary Shares,Dynamix Corporation III,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ODD,ODD,NASDAQ,ODDITY Tech Ltd. Class A Ordinary Shares,Oddity Tech Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CHWRF,CHWRF,OTC,China Tower Corporation Limited,China Tower Corporation Limited Ordinary Shares - Class H,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::UEPCN,UEPCN,OTC,Union Electric Company,Union Electric Co. Preferred 4.75% Perpetual Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::BRAI,BRAI,NASDAQ,Braiin Limited Common Stock,Braiin Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::CYAB,CYAB,NASDAQ,"Cyabra, Inc. Common Stock",Cyabra Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::FISV,FISV,NASDAQ,"Fiserv, Inc. Common Stock","Fiserv, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::OUST,OUST,NASDAQ,"Ouster, Inc. Common Stock","Ouster, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::RUBI,RUBI,NASDAQ,Rubico Inc. Common Stock,Rubico Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::MTZ,MTZ,NYSE,MasTec Inc,"MasTec, Inc. Common Stock",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE MKT::KNRX,KNRX,NYSE MKT,KNOREX LTD.,Knorex Ltd. Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::OACC,OACC,NASDAQ,Oaktree Acquisition Corp. III Life Sciences Class A Ordinary Share,Oaktree Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::HMLPF,HMLPF,OTC,Hoegh LNG Partners LP,Höegh LNG Partners L.P. Preferred Stock 8.75% Perpetual Series A,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::SEPN,SEPN,NASDAQ,"Septerna, Inc. Common Stock",Septarna Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::QUCY,QUCY,NASDAQ,Quantum Cyber N.V.,Mainz Biomed N.V.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::OEC,OEC,NYSE,Orion Engineered Carbons SA,Orion S.A.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::UEPCP,UEPCP,OTC,Union Electric Company,Union Electric Co. 4.3% Perpetual Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::FMST,FMST,NASDAQ,Foremost Lithium Resource & Technology Ltd. Common stock,Foremost Clean Energy Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::FUPPF,FUPPF,OTC,Fuchs Petrolub SE,Fuchs SE Preference Shares,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::SSSGY,SSSGY,OTC,Sartorius Aktiengesellschaft,Sartorius AG,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::CWD,CWD,NASDAQ,CaliberCos Inc. Class A Common Stock,CaliberCos Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::FATBB,FATBB,NASDAQ,FAT Brands Inc,FAT Brands Inc. Class B Common Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::FRSH,FRSH,NASDAQ,Freshworks Inc,Freshworks Inc. Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::SAFX,SAFX,NASDAQ,"XCF Global, Inc. Class A Common Stock",XCF Global Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::UNMA,UNMA,NYSE,Unum Group,Unum Group 6.25% Preferred Stock,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::YPF,YPF,NYSE,YPF Sociedad Anonima,YPF S.A. Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::NXSGF,NXSGF,OTC,Nexus Gold Corp.,Nexus Gold Corp. Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::SMAWF,SMAWF,OTC,Siemens AG Class N,Siemens Aktiengesellschaft,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::HNNA,HNNA,NASDAQ,Hennessy Ad,HENNESSY ADVISORS INC Common Stock (Z3A),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::BKFAF,BKFAF,OTC,Brookfield Asset Management Inc FR PRF PERPETUAL CAD 25 Ser 2 Cls A,Brookfield Corporation Preferred 5.45% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::ELVR,ELVR,NASDAQ,Sayona Mining Limited American Depository Shares,Sayona Mining Ltd,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::AILLO,AILLO,OTC,Ameren Illinois Company,Ameren Illinois Co. 4.25% Perpetual Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::AKTS,AKTS,NASDAQ,"Aktis Oncology, Inc. Common stock",Akoustis Technologies Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BPYPN,BPYPN,NASDAQ,Brookfield Property Partners LP PR,Brookfield Property Partners L.P. 5.75% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::CCG,CCG,NASDAQ,Cheche Group Inc. Class A Ordinary Shares,Cheche Group Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GRAN,GRAN,NASDAQ,Grande Group Limited Class A Ordinary Shares,Grande Group Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GRVY,GRVY,NASDAQ,Gravity Co Ltd,"Gravity Co., Ltd. Sponsored ADR",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::IZM,IZM,NASDAQ,ICZOOM Group Inc. Class A Ordinary Shares,Iczoom Group Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::LANDO,LANDO,NASDAQ,Gladstone Land Corp,Gladstone Land Corporation Preferred Stock 6% Perpetual,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::LGCL,LGCL,NASDAQ,Lucas GC Limited Ordinary Shares,Lucas GC Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LGO,LGO,NASDAQ,Largo Resources Ltd,Largo Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LICN,LICN,NASDAQ,Lichen China Limited Class A Ordinary Shares,Lichen China Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::OMH,OMH,NASDAQ,Ohmyhome Limited Ordinary Shares,Ohmyhome Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SBGI,SBGI,NASDAQ,Sinclair Broadcast Group Inc,"Sinclair, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::AXIA,AXIA,NYSE,AXIA Energia,AXIA Energia Sponsored ADR Preferred,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::DTK,DTK,NYSE,DTE Energy Company 2025 Series,"DTE Energy Company 6.25% Junior Subordinated Debentures, Series H, due October 1, 2085",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::NKE,NKE,NYSE,Nike Inc,"Nike, Inc. - Class B",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::TIMB,TIMB,NYSE,TIM S.A.,TIM S.A. Sponsored ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::TTC,TTC,NYSE,Toro Co,The Toro Company,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::APELY,APELY,OTC,Alps Electric Co Ltd,"Alps Alpine Co., Ltd.",provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::EIPAF,EIPAF,OTC,Eni SpA,Eni S.p.A.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ENEAY,ENEAY,OTC,ENEA S. A.,Enea S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::ENGGY,ENGGY,OTC,Enagas SA,Enagás S.A. ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::HKTVY,HKTVY,OTC,Hong Kong Television Network Ltd,Hong Kong Technology Venture Company Ltd.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::KLBAY,KLBAY,OTC,Klabin Sa A,Klabin S.A. Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::MKDTY,MKDTY,OTC,Molecular Data Inc.,Molecular Data Inc. - American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MTHRY,MTHRY,OTC,M3 Inc,M3 Inc. ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::PRBKY,PRBKY,OTC,Piraeus Bank S.A.,Piraeus Bank S.A. - Depositary Receipt (Common Stock),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::VLOWY,VLOWY,OTC,Vallourec SA,Vallourec S.A. Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::SMX,SMX,NASDAQ,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Smx Security Matters Plc,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::YTOEF,YTOEF,OTC,YTO Express (International) Holdings Limited,YTO International Express and Supply Chain Technology Limited,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::FRCML,FRCML,OTC,First Republic Bank,"First Republic Bank Perpetual Preferred Stock, Series B, 4%",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::CUPR,CUPR,NASDAQ,Cuprina Holdings (Cayman) Limited Class A Ordinary Shares,Cuprina Holdings Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::HCM,HCM,NASDAQ,HUTCHMED (China) Limited -,Hutchmed (China) Limited American Depositary Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::LEGN,LEGN,NASDAQ,Legend Biotech Corp,Legend Biotech Corporation American Depositary Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::SUVPF,SUVPF,OTC,Sartorius Aktiengesellschaft,Sartorius AG Preference Shares,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::EYUUF,EYUUF,OTC,Electricity Gnrtng NVtg,Electricity Generating Public Company Limited Non-Voting Depositary Receipt,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::BHFAL,BHFAL,NASDAQ,Brighthouse Financial Inc,"Brighthouse Financial, Inc. 6.25% Junior Subordinated Notes due 2058",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::EUSHY,EUSHY,OTC,Eurocash SA PK,Eurocash S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::PSBZP,PSBZP,OTC,PS Business Parks Inc.,PS Business Parks Inc. Preferred Stock 4.875% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::SHGKY,SHGKY,OTC,Sun Hung Kai & Company Lt,Sun Hung Kai Properties Limited - Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::HCXY,HCXY,NYSE,Hercules Capital Inc,Hercules Capital Inc. Preferred Stock 6.25% 10/30/33,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CGPVF,CGPVF,OTC,Viridien,Viridien Société anonyme,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ENBHF,ENBHF,OTC,Enbridge Inc.,ENBRIDGE CUM RED PREF H,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::MYTKY,MYTKY,OTC,MAGYAR TELEKOM TELE U/ADR,Magyar Telekom Távközlési Nyilvánosan Müködő Részvénytársaság,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::ALDX,ALDX,NASDAQ,Aldeyra The,Aldeyra Therapeutics Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::DCOMP,DCOMP,NASDAQ,Dime Community Bancshares Inc PR,"Dime Community Bancshares, Inc. 5.50% Non-Cumulative Perpetual Preferred Stock, Series A",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::FATN,FATN,NASDAQ,"FatPipe, Inc. Common Stock",Fatpipe Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GNLX,GNLX,NASDAQ,Genelux Corporation Common Stock,Genelux Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LIF,LIF,NASDAQ,"Life360, Inc. Common Stock","Life360, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LINE,LINE,NASDAQ,"Lineage, Inc. Common Stock","Lineage, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
