listing_key,ticker,exchange,current_name,twelvedata_name,twelvedata_type,type_scope,review_batch,name_score,adjudication_decision,apply_eligibility,evidence_tier,confidence,recommended_operation,source_gate,evidence_summary,provider_validation_status,provider_supports_twelvedata,provider_supports_local,provider_conflicts,openfigi_status,openfigi_figi,local_figi,figi_relation,venue_status,official_source_count,reference_scopes,verification_name_mismatch,masterfile_matches,reviewed_name_override,source_of_truth_outcome,source_of_truth_gate,deepseek_decision_candidate,deepseek_safe_action
NEO::NTDO,NTDO,NEO,NINTENDO CO LTD CDR (CAD Hedged),"Nintendo Co., Ltd.",Depositary Receipt,supported_core_stock_type,batch_b_canada,0.516,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01S69QB35,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::NVON,NVON,NEO,NOVO NORDISK A/S CDR (CAD Hedged),Novo Nordisk A/S Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.576,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01SCKZ0R1,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum.",keep_source_gap,source_gap_accept
NEO::SAPG,SAPG,NEO,SAP SE CDR (CAD Hedged),SAP SE,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.286,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01SCL1V89,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::VWA,VWA,NEO,VOLKSWAGEN CDR (CAD HEDGED),Volkswagen AG,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.571,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01SQDCPM7,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",keep_source_gap,source_gap_accept
NEO::ZAAP,ZAAP,NEO,APPLE (aapl) BMO CDR (CAD HEDGED),Apple Inc. Depositary Receipt (APC0),Depositary Receipt,supported_core_stock_type,batch_b_canada,0.345,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YLWMSX8,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZAPO,ZAPO,NEO,APOLLO (APO) BMO CDR (CAD HEDGED),"Apollo Global Management, Inc. Canadian Depositary Receipt",Depositary Receipt,supported_core_stock_type,batch_b_canada,0.42,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YW4RZD9,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZBA,ZBA,NEO,BOEING (BA) BMO CDR (CAD HEDGED),The Boeing Company Canadian Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.429,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YC3RF47,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZCOI,ZCOI,NEO,Coinbase (COIN) BMO CDR (CAD Hedged),"Coinbase Global, Inc. Depositary Receipt",Depositary Receipt,supported_core_stock_type,batch_b_canada,0.333,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YH57Z27,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZCOS,ZCOS,NEO,COSTCO )COST) BMO CDR (CAD HEDGED),Costco Wholesale Corporation Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.4,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YC3M7Q6,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZINT,ZINT,NEO,INTEL (INTC) BMO CDR (CAD HEDGED),Intel Corporation Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.377,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YLX22D7,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZLLY,ZLLY,NEO,ELI LILLY (LLY) BMO CDR (CAD HEDGED),Eli Lilly and Company Canadian Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.469,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YRL81C4,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZMAS,ZMAS,NEO,MASTERCARD (MA) BMO CDR (CAD HEDGED),Mastercard Incorporated Class A Common Shares Canadian Depositary Receipt (CAD Hedged),Depositary Receipt,supported_core_stock_type,batch_b_canada,0.583,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YLWQQM0,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",keep_source_gap,source_gap_accept
NEO::ZMCD,ZMCD,NEO,McDonalds (MCD) BMO CDR (CAD Hedged),McDonald's Corporation Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.393,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YH55CW7,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZMIC,ZMIC,NEO,Micron Technology (MU) BMO CDR (CAD Hedged),"Micron Technology, Inc. Depositary Receipt",Depositary Receipt,supported_core_stock_type,batch_b_canada,0.56,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YH579X1,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",keep_source_gap,source_gap_accept
NEO::ZMSF,ZMSF,NEO,MICROSOFT (MSFT) BMO CDR (CAD HEDGED),Microsoft Corporation,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.429,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01YRL8BR6,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZPYP,ZPYP,NEO,PayPal (PYPL) BMO CDR (CAD Hedged),PayPal Holdings Inc Canadian Depositary Receipt (CDR) 2PP1,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.366,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YH54J35,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZVST,ZVST,NEO,VISTRA (VST) BMO CDR (CAD HEDGED),Vistra Corp.,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.343,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01YW4S6Z8,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZWMT,ZWMT,NEO,WALMART (WMT) BMO CDR (CAD HEDGED),Walmart Inc. American Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.492,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YC3NZ01,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NEO::ZXOM,ZXOM,NEO,EXXON MOBIL (XOM) BMO CDR (CAD HEDGED),Exxon Mobil Corporation Depositary Receipt,Depositary Receipt,supported_core_stock_type,batch_b_canada,0.5,scope_review_blocked,blocked,source_of_truth_scope_gate,0.00,resolve_core_scope_before_name_apply,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",Existing source-of-truth decision marks this listing as a core-exclusion candidate.,provider_found_different_name,,,false,ok,BBG01YRL8SH0,,openfigi_only,official_full,1,exchange_directory,0,190,,core_exclusion_candidate,"Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum. | Keep stock_sector blank unless reviewed evidence confirms the program should remain core stock scope.",needs_official_evidence,needs_official_evidence
NSE_IN::AWL,AWL,NSE_IN,AWL Agri Business Limited,Ador Welding Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.345,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG001BN0F73,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::CAPILLARY,CAPILLARY,NSE_IN,Capillary Technologies India Limited,CAPILLARY,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.486,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG016PJZ1K3,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::ENIFTY,ENIFTY,NSE_IN,EDELAMC - ENIFTY,ENIFTY,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.6,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01Y5S0D17,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::GOLDADD,GOLDADD,NSE_IN,DSPAMC - DSPGOLD,GOLDADD,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.381,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01G98YCR3,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::GOLDBND,GOLDBND,NSE_IN,BANDHANAMC - GOLDBND,GOLDBND,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.56,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01XT05S89,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::MOIPO,MOIPO,NSE_IN,MOTILALAMC - MOIPO,MOIPO,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.476,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01YKH2QS4,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::MOMNC,MOMNC,NSE_IN,MOTILALAMC - MOMNC,MOMNC,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.476,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01YTQH408,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::THELEELA,THELEELA,NSE_IN,Leela Palaces Hotels & Resorts Limited,Schloss Bangalore Ltd,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.286,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01V51XY10,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NSE_IN::VCL,VCL,NSE_IN,Vaxtex Cotfab Limited,Vishnu Chemicals Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.276,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00R94T2V2,local_figi_only,official_full,1,exchange_directory,0,1206,,,,needs_official_evidence,needs_official_evidence
NYSE::ACM,ACM,NYSE,Aecom Technology Corporation,Aecom,Common Stock,supported_core_stock_type,batch_a_us_core,0.476,conflict_blocked_provider_disagreement,blocked,provider_conflict,0.00,resolve_provider_disagreement,Provider evidence supports both local and Twelve Data names.,Providers conflict between local and Twelve Data names.,conflicting_second_source_evidence,OpenFIGI,AlphaVantage,true,ok,BBG000F61RJ8,BBG000F61RJ8,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::AFGC,AFGC,NYSE,American Financial Group Inc,American Financial Group Preferred Stock 5.125% Due 12/15/2059,Preferred Stock,supported_core_stock_type,batch_a_us_core,0.565,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,AlphaVantage supports the current local name.,second_source_supports_local_name,,AlphaVantage,false,no_match,,BBG00QYNG569,local_figi_only,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::AGBK,AGBK,NYSE,AGI Inc,AGI Inc Class A Common Stock,Common Stock,supported_core_stock_type,batch_a_us_core,0.222,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,AlphaVantage supports the current local name.,second_source_supports_local_name,,AlphaVantage,false,ok,BBG01ZPD4T16,BBG01ZPD4T16,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::AIZN,AIZN,NYSE,Assurant Inc,Assurant Inc. Preferred Stock 5.25%,Preferred Stock,supported_core_stock_type,batch_a_us_core,0.432,conflict_blocked_provider_third_name,blocked,provider_conflict,0.00,resolve_third_name_before_apply,Provider evidence supports neither local nor Twelve Data clearly.,Provider found a name that supports neither local nor Twelve Data clearly.,provider_found_different_name,,,false,no_match,,BBG00Y6TSC26,local_figi_only,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::ANDG,ANDG,NYSE,Andersen Group Inc.,Andersen Group Inc. Class A Common Stock,Common Stock,supported_core_stock_type,batch_a_us_core,0.571,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,OpenFIGI|AlphaVantage supports the current local name.,second_source_supports_local_name,,OpenFIGI|AlphaVantage,false,ok,BBG01XG59BR4,BBG01XG59BR4,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::AOS,AOS,NYSE,Smith AO Corporation,A. O. Smith Corporation,Common Stock,supported_core_stock_type,batch_a_us_core,0.588,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,OpenFIGI|AlphaVantage supports the current local name.,second_source_supports_local_name,,OpenFIGI|AlphaVantage,false,ok,BBG000BC1L02,BBG000BC1L02,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::APOS,APOS,NYSE,Apollo Global Management Inc.,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",Preferred Stock,supported_core_stock_type,batch_a_us_core,0.432,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,AlphaVantage supports the current local name.,second_source_supports_local_name,,AlphaVantage,false,no_match,,BBG00ZNLTFK3,local_figi_only,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::ARIS,ARIS,NYSE,Aris Mining Corporation,Aris Water Solutions Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.452,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,OpenFIGI|AlphaVantage supports the current local name.,second_source_supports_local_name,,OpenFIGI|AlphaVantage,false,ok,BBG000K0VQL1,,openfigi_only,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::ASH,ASH,NYSE,Ashland Global Holdings Inc,Ashland Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.467,conflict_blocked_figi_mismatch,blocked,identifier_conflict,0.00,resolve_identifier_conflict_before_name_change,OpenFIGI returned a different FIGI than the local listing-keyed identifier.,Local FIGI BBG01M376CR9 conflicts with OpenFIGI FIGI BBG00D0Y81M1.,conflicting_second_source_evidence,OpenFIGI,AlphaVantage,true,ok,BBG00D0Y81M1,BBG01M376CR9,figi_mismatch,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::ATKR,ATKR,NYSE,Atkore International Group Inc,Atkore Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.375,conflict_blocked_provider_disagreement,blocked,provider_conflict,0.00,resolve_provider_disagreement,Provider evidence supports both local and Twelve Data names.,Providers conflict between local and Twelve Data names.,conflicting_second_source_evidence,OpenFIGI,AlphaVantage,true,ok,BBG000QTFDQ4,BBG000QTFDQ4,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::AVAL,AVAL,NYSE,Grupo Aval,Grupo Aval Acciones y Valores S.A.,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.465,conflict_blocked_provider_disagreement,blocked,provider_conflict,0.00,resolve_provider_disagreement,Provider evidence supports both local and Twelve Data names.,Providers conflict between local and Twelve Data names.,conflicting_second_source_evidence,OpenFIGI,AlphaVantage,true,ok,BBG004T0ZMF6,BBG004T0ZMF6,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::AXIA,AXIA,NYSE,AXIA Energia,AXIA Energia Sponsored ADR Preferred,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.5,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,OpenFIGI|AlphaVantage supports the current local name.,second_source_supports_local_name,,OpenFIGI|AlphaVantage,false,ok,BBG000BL5Q89,BBG000BL5Q89,local_figi_match,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::BEPI,BEPI,NYSE,Brookfield BRP Holdings (Canada (BEPI),Brookfield BRP Holdings Inc. Preferred Stock 4.875% Perpetual,Preferred Stock,supported_core_stock_type,batch_a_us_core,0.578,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,AlphaVantage supports the current local name.,second_source_supports_local_name,,AlphaVantage,false,no_match,,BBG013YSLQY5,local_figi_only,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::BEPJ,BEPJ,NYSE,Brookfield Renewable Partners L.P.,Brookfield BRP Holdings 7.25% Perpetual Preferred Stock,Preferred Stock,supported_core_stock_type,batch_a_us_core,0.46,keep_local_name_provider_supported,blocked,provider,0.88,keep_local_name,Do not apply Twelve Data name while provider evidence supports the current local name.,AlphaVantage supports the current local name.,second_source_supports_local_name,,AlphaVantage,false,no_match,,BBG000DJKCL1,local_figi_only,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
NYSE::BHVN,BHVN,NYSE,Biohaven Pharmaceutical Holding Co Ltd,Biohaven Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.41,conflict_blocked_figi_mismatch,blocked,identifier_conflict,0.00,resolve_identifier_conflict_before_name_change,OpenFIGI returned a different FIGI than the local listing-keyed identifier.,Local FIGI BBG00GQ762L6 conflicts with OpenFIGI FIGI BBG017BXV3Q9.,second_source_supports_twelvedata_name,OpenFIGI|AlphaVantage,,false,ok,BBG017BXV3Q9,BBG00GQ762L6,figi_mismatch,official_full,2,exchange_directory,0,2042,,,,needs_official_evidence,needs_official_evidence
